2024-10-23 10:47:26,769 INFO    Thread-11 (_run_job):11000 [wandb_setup.py:_flush():79] Current SDK version is 0.18.3
2024-10-23 10:47:26,770 INFO    Thread-11 (_run_job):11000 [wandb_setup.py:_flush():79] Configure stats pid to 11000
2024-10-23 10:47:26,770 INFO    Thread-11 (_run_job):11000 [wandb_setup.py:_flush():79] Loading settings from C:\Users\31614\.config\wandb\settings
2024-10-23 10:47:26,770 INFO    Thread-11 (_run_job):11000 [wandb_setup.py:_flush():79] Loading settings from C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\settings
2024-10-23 10:47:26,770 INFO    Thread-11 (_run_job):11000 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'project': 'Pendulum-TD3', 'entity': 'senna-renting-radboud-university', 'root_dir': 'C:\\Users\\31614\\Documents\\AI_course_stuff\\RLForaging Thesis\\RLForagingAgents\\RL-models\\TD3', 'sweep_id': '4kc7fqew', 'run_id': 'my9as8fa', 'sweep_param_path': 'C:\\Users\\31614\\Documents\\AI_course_stuff\\RLForaging Thesis\\RLForagingAgents\\RL-models\\TD3\\wandb\\sweep-4kc7fqew\\config-my9as8fa.yaml'}
2024-10-23 10:47:26,775 INFO    Thread-11 (_run_job):11000 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-10-23 10:47:26,775 INFO    Thread-11 (_run_job):11000 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-10-23 10:47:26,775 INFO    Thread-11 (_run_job):11000 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-10-23 10:47:26,775 INFO    Thread-11 (_run_job):11000 [wandb_init.py:_log_setup():532] Logging user logs to C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\run-20241023_104726-my9as8fa\logs\debug.log
2024-10-23 10:47:26,775 INFO    Thread-11 (_run_job):11000 [wandb_init.py:_log_setup():533] Logging internal logs to C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\run-20241023_104726-my9as8fa\logs\debug-internal.log
2024-10-23 10:47:26,775 INFO    Thread-11 (_run_job):11000 [wandb_init.py:_jupyter_setup():478] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001EB32D76030>
