2024-10-18 20:42:38,314 INFO    Thread-33 (_run_job):22328 [wandb_setup.py:_flush():79] Current SDK version is 0.18.3
2024-10-18 20:42:38,315 INFO    Thread-33 (_run_job):22328 [wandb_setup.py:_flush():79] Configure stats pid to 22328
2024-10-18 20:42:38,315 INFO    Thread-33 (_run_job):22328 [wandb_setup.py:_flush():79] Loading settings from C:\Users\31614\.config\wandb\settings
2024-10-18 20:42:38,315 INFO    Thread-33 (_run_job):22328 [wandb_setup.py:_flush():79] Loading settings from C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\settings
2024-10-18 20:42:38,315 INFO    Thread-33 (_run_job):22328 [wandb_setup.py:_flush():79] Loading settings from environment variables: {'project': 'Pendulum-TD3', 'entity': 'senna-renting-radboud-university', 'root_dir': 'C:\\Users\\31614\\Documents\\AI_course_stuff\\RLForaging Thesis\\RLForagingAgents\\RL-models\\TD3', 'run_id': '8jltgwwd', 'sweep_param_path': 'C:\\Users\\31614\\Documents\\AI_course_stuff\\RLForaging Thesis\\RLForagingAgents\\RL-models\\TD3\\wandb\\sweep-yziu76j4\\config-8jltgwwd.yaml', 'sweep_id': 'yziu76j4'}
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_init.py:_log_setup():532] Logging user logs to C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\run-20241018_204238-8jltgwwd\logs\debug.log
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_init.py:_log_setup():533] Logging internal logs to C:\Users\31614\Documents\AI_course_stuff\RLForaging Thesis\RLForagingAgents\RL-models\TD3\wandb\run-20241018_204238-8jltgwwd\logs\debug-internal.log
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_init.py:_jupyter_setup():478] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x00000207672573E0>
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():617] calling init triggers
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():624] wandb.init called with sweep_config: {'batch_size': 256, 'buffer_size': 50000, 'gamma': 0.15760036758732443, 'lr_actor': 0.0012267729735152531, 'lr_critic': 0.0009115800335550262, 'max_length_episode': 200, 'noise_clip': 0.908100004324414, 'num_episodes': 50, 'policy_interval': 2, 'sigma': 0.06808591625500027, 'sigma_explore': 0.30403931245905735, 'tau': 0.44977660873210096}
config: {}
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():667] starting backend
2024-10-18 20:42:38,316 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():671] sending inform_init request
2024-10-18 20:42:38,325 INFO    Thread-33 (_run_job):22328 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn, using: spawn
2024-10-18 20:42:38,325 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():684] backend started and connected
2024-10-18 20:42:38,340 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_config_callback():1394] config_cb None None {'batch_size': 256, 'buffer_size': 50000, 'gamma': 0.15760036758732443, 'lr_actor': 0.0012267729735152531, 'lr_critic': 0.0009115800335550262, 'max_length_episode': 200, 'noise_clip': 0.908100004324414, 'num_episodes': 50, 'policy_interval': 2, 'sigma': 0.06808591625500027, 'sigma_explore': 0.30403931245905735, 'tau': 0.44977660873210096}
2024-10-18 20:42:38,341 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_label_probe_notebook():1346] probe notebook
2024-10-18 20:42:38,341 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_label_probe_notebook():1356] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-10-18 20:42:38,341 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():779] updated telemetry
2024-10-18 20:42:38,375 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():812] communicating run to backend with 90.0 second timeout
2024-10-18 20:42:38,575 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():863] starting run threads in backend
2024-10-18 20:42:39,112 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_console_start():2465] atexit reg
2024-10-18 20:42:39,113 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_redirect():2313] redirect: wrap_raw
2024-10-18 20:42:39,113 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_redirect():2378] Wrapping output streams.
2024-10-18 20:42:39,113 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_redirect():2403] Redirects installed.
2024-10-18 20:42:39,113 INFO    Thread-33 (_run_job):22328 [wandb_init.py:init():907] run started, returning control to user process
2024-10-18 20:55:17,155 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_finish():2164] finishing run senna-renting-radboud-university/Pendulum-TD3/8jltgwwd
2024-10-18 20:55:17,155 INFO    Thread-33 (_run_job):22328 [jupyter.py:save_history():459] not saving jupyter history
2024-10-18 20:55:17,155 INFO    Thread-33 (_run_job):22328 [jupyter.py:save_ipynb():387] not saving jupyter notebook
2024-10-18 20:55:17,155 INFO    Thread-33 (_run_job):22328 [wandb_init.py:_jupyter_teardown():460] cleaning up jupyter logic
2024-10-18 20:55:17,155 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_atexit_cleanup():2428] got exitcode: 0
2024-10-18 20:55:17,156 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_restore():2410] restore
2024-10-18 20:55:17,156 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_restore():2416] restore done
2024-10-18 20:55:19,163 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_footer_history_summary_info():4049] rendering history
2024-10-18 20:55:19,164 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_footer_history_summary_info():4081] rendering summary
2024-10-18 20:55:19,172 INFO    Thread-33 (_run_job):22328 [wandb_run.py:_footer_sync_info():4008] logging synced files
